Date,Benzene,Toluene,NO,NO2,NOx,PM2.5,PM10,RH,WS,WD,Ozone
10-09-2016 00:00,7.59,22.73,109.09,52.20,195.28,56.26,435.18,51.02,1.54,273.16,32.81
11-09-2016 00:00,6.75,18.70,122.94,53.21,215.08,61.08,353.20,51.09,1.13,264.44,31.83
12-09-2016 00:00,5.57,17.94,104.83,47.10,184.73,54.19,355.72,51.36,1.32,255.83,35.32
13-09-2016 00:00,7.65,45.88,79.99,50.63,154.35,70.48,364.33,56.63,1.44,177.26,40.12
14-09-2016 00:00,4.77,28.31,33.33,49.73,89.83,50.06,210.81,60.09,1.33,123.36,37.54
15-09-2016 00:00,5.98,28.33,37.25,59.79,104.15,90.91,370.93,55.15,0.84,194.31,40.10
16-09-2016 00:00,7.09,25.24,41.12,65.08,114.17,88.10,380.20,54.05,0.81,180.15,35.17
17-09-2016 00:00,7.16,24.14,72.52,69.69,161.09,101.88,413.62,55.81,0.77,166.44,32.07
18-09-2016 00:00,6.01,28.67,28.50,61.65,93.84,95.12,292.51,53.54,1.44,111.32,30.06
19-09-2016 00:00,4.40,11.81,26.04,37.36,68.83,49.24,154.05,39.88,0.89,99.22,36.00
20-09-2016 00:00,4.40,11.81,26.04,37.36,68.83,49.24,154.05,39.88,0.89,99.22,36.00
21-09-2016 00:00,4.40,11.81,26.04,37.36,68.83,49.24,154.05,39.88,0.89,99.22,36.00
22-09-2016 00:00,2.31,32.46,13.00,31.69,45.98,17.25,64.12,31.01,1.23,44.71,11.55
23-09-2016 00:00,3.73,24.53,28.32,63.23,94.99,69.69,226.37,60.69,1.49,118.92,32.33
24-09-2016 00:00,3.99,19.62,30.28,53.16,88.71,55.99,169.94,59.51,1.70,115.10,20.27
25-09-2016 00:00,3.55,18.73,41.08,57.06,106.95,61.17,240.01,58.76,1.24,127.31,27.56
26-09-2016 00:00,5.86,33.60,53.12,65.12,130.55,107.42,325.61,58.56,1.23,108.72,28.84
27-09-2016 00:00,4.20,8.33,34.03,51.20,92.07,64.54,190.52,57.36,1.31,154.03,20.53
28-09-2016 00:00,6.11,35.79,55.07,90.92,156.21,112.76,431.46,45.92,1.12,119.60,41.99
29-09-2016 00:00,4.16,19.11,16.81,59.56,76.05,108.11,266.94,58.78,1.90,100.99,23.17
30-09-2016 00:00,4.22,17.71,55.98,71.82,140.52,109.29,348.74,57.00,0.87,135.42,26.14
01-10-2016 00:00,6.67,40.40,53.31,72.29,137.19,123.49,348.24,55.67,1.37,102.89,34.39
02-10-2016 00:00,4.26,17.98,51.44,59.71,123.46,89.80,349.85,57.87,1.28,124.04,22.68
03-10-2016 00:00,2.71,11.97,34.87,65.09,105.60,118.66,343.22,57.75,1.10,138.80,37.62
04-10-2016 00:00,6.78,26.74,73.72,76.70,169.00,193.32,404.55,66.61,0.82,156.78,46.01
05-10-2016 00:00,10.73,43.27,132.79,82.62,254.94,113.79,255.41,68.33,0.54,205.25,50.90
06-10-2016 00:00,7.66,24.23,71.79,85.17,173.92,154.74,374.49,65.22,0.93,158.55,52.81
07-10-2016 00:00,5.84,15.61,118.21,76.28,229.35,132.29,518.01,58.87,0.73,243.54,26.57
08-10-2016 00:00,7.50,19.43,109.73,79.93,221.06,186.89,611.00,52.87,0.67,207.08,29.78
09-10-2016 00:00,8.41,54.39,146.16,90.28,280.05,189.26,581.51,52.68,0.62,125.27,65.67
10-10-2016 00:00,8.83,33.39,164.91,95.96,310.73,172.77,575.38,48.45,0.59,241.86,27.97
11-10-2016 00:00,7.07,15.80,131.57,98.17,267.10,187.45,602.40,45.39,0.92,272.16,33.59
12-10-2016 00:00,8.96,19.60,141.49,105.13,286.92,133.47,571.81,41.96,0.83,256.88,33.61
13-10-2016 00:00,8.69,23.25,182.54,96.24,334.94,106.63,591.26,36.69,0.90,260.36,29.15
14-10-2016 00:00,11.05,23.32,189.88,106.46,354.11,119.65,603.79,37.45,0.72,251.14,33.34
15-10-2016 00:00,11.05,23.32,169.16,132.69,349.20,165.22,642.92,37.79,0.66,262.67,49.80
16-10-2016 00:00,11.05,23.32,150.44,108.73,302.32,174.77,607.79,38.36,0.65,189.40,43.75
17-10-2016 00:00,11.05,23.32,203.37,104.75,371.16,180.65,625.42,37.70,0.62,226.62,48.20
18-10-2016 00:00,11.05,23.32,232.38,105.37,411.22,206.98,629.18,41.25,0.68,233.86,59.29
19-10-2016 00:00,11.05,23.32,280.43,111.37,475.31,166.44,610.96,40.17,0.63,206.68,29.74
20-10-2016 00:00,11.05,23.32,418.40,108.86,664.80,167.49,675.67,39.28,0.75,226.59,21.15
21-10-2016 00:00,4.20,12.21,491.04,108.97,764.17,205.27,665.39,39.89,0.87,242.88,22.48
22-10-2016 00:00,4.20,12.21,257.59,100.45,441.11,165.44,639.06,39.76,0.90,247.68,20.29
23-10-2016 00:00,4.20,12.21,175.49,113.45,340.71,230.38,686.99,39.82,0.83,269.77,26.32
24-10-2016 00:00,4.20,12.21,213.01,108.45,383.62,209.15,654.97,38.63,0.71,260.21,25.61
25-10-2016 00:00,4.20,12.21,326.02,106.15,540.08,147.59,521.73,42.44,0.91,244.77,17.40
26-10-2016 00:00,28.35,81.87,284.85,127.82,500.50,257.92,653.01,45.36,0.55,200.70,21.34
27-10-2016 00:00,30.75,70.83,308.67,139.48,545.68,333.98,787.57,44.05,0.62,233.72,35.13
28-10-2016 00:00,28.25,86.08,422.84,157.58,708.33,392.89,660.76,43.12,0.60,239.59,38.01
29-10-2016 00:00,33.61,196.18,338.39,153.75,599.08,402.73,714.70,48.39,0.65,121.02,80.66
30-10-2016 00:00,26.43,104.81,194.16,108.80,362.08,357.39,714.70,54.69,0.74,123.26,78.84
31-10-2016 00:00,23.97,56.81,255.87,112.41,449.57,445.62,855.71,53.90,0.39,143.17,64.35
01-11-2016 00:00,30.07,57.57,311.57,138.49,548.80,445.27,991.94,50.77,0.38,199.43,27.83
02-11-2016 00:00,32.87,75.50,353.61,167.04,628.79,446.33,991.94,52.86,0.36,185.36,21.44
03-11-2016 00:00,35.20,117.55,454.06,155.22,750.73,432.93,991.94,52.45,0.40,217.64,27.92
04-11-2016 00:00,29.46,95.73,453.93,169.21,770.75,449.53,991.94,54.44,0.38,218.17,39.17
05-11-2016 00:00,16.33,35.73,351.30,163.26,625.11,391.67,991.94,60.54,0.47,247.49,41.41
06-11-2016 00:00,27.55,72.73,400.77,186.77,713.71,583.28,991.94,63.84,0.31,210.08,28.70
07-11-2016 00:00,20.71,44.62,286.56,150.25,525.18,550.79,991.94,50.29,0.70,245.57,22.42
08-11-2016 00:00,13.69,22.57,168.47,142.23,356.77,423.48,743.88,42.53,1.03,274.53,23.83
09-11-2016 00:00,17.20,34.46,287.02,168.50,542.10,440.98,857.40,40.99,0.52,231.30,28.15
10-11-2016 00:00,18.18,58.92,488.90,192.02,747.55,403.92,625.86,43.14,0.38,194.59,40.19
11-11-2016 00:00,20.12,97.74,440.52,158.88,712.78,399.51,631.42,48.64,0.82,119.31,41.86
12-11-2016 00:00,11.57,64.67,283.98,138.33,502.46,326.20,597.09,47.77,0.97,132.00,39.37
13-11-2016 00:00,11.35,40.53,241.51,127.26,443.19,274.66,612.03,46.96,0.74,134.64,76.94
14-11-2016 00:00,10.84,30.13,232.45,117.21,421.92,207.58,567.10,42.41,0.43,132.38,50.60
15-11-2016 00:00,14.19,32.25,380.09,131.81,633.66,312.04,567.10,44.59,0.43,207.95,32.15
16-11-2016 00:00,12.83,28.08,308.89,129.66,528.83,338.38,974.92,41.37,0.65,230.72,30.64
17-11-2016 00:00,9.71,19.20,152.45,110.70,306.93,237.53,656.51,37.98,0.85,276.82,37.53
18-11-2016 00:00,12.61,25.34,240.92,129.73,444.62,279.31,885.95,43.07,0.67,257.48,31.65
19-11-2016 00:00,15.71,63.65,311.39,149.66,553.71,287.02,885.95,44.03,0.42,221.12,53.37
20-11-2016 00:00,18.10,125.53,467.84,133.28,757.64,375.55,885.95,50.02,0.70,166.09,50.80
21-11-2016 00:00,18.06,61.25,459.15,165.06,676.72,343.28,885.95,49.57,0.48,185.29,49.66
22-11-2016 00:00,17.43,41.45,390.85,141.28,652.30,224.21,972.15,42.70,0.62,246.14,20.91
23-11-2016 00:00,13.58,29.48,352.68,142.96,592.63,240.77,819.16,45.91,0.57,251.92,24.06
24-11-2016 00:00,13.80,30.15,218.68,135.46,418.75,294.17,819.16,43.44,0.67,255.75,22.24
25-11-2016 00:00,7.27,14.41,67.43,76.36,156.47,137.20,665.00,30.62,1.69,283.79,40.44
26-11-2016 00:00,8.71,17.85,92.19,81.06,198.04,124.87,572.97,31.13,1.53,281.35,38.08
27-11-2016 00:00,8.56,16.57,100.94,89.78,217.21,157.30,667.16,33.45,1.12,278.75,32.22
28-11-2016 00:00,12.70,29.59,172.35,107.18,329.91,196.04,625.25,32.92,0.98,259.66,28.26
29-11-2016 00:00,21.00,78.07,151.55,137.66,320.46,375.46,987.41,49.25,0.38,172.05,28.40
30-11-2016 00:00,14.27,44.69,14.42,83.73,76.35,316.83,598.07,71.69,0.93,157.36,14.87
01-12-2016 00:00,21.15,75.53,84.73,101.52,189.05,371.74,621.42,72.80,0.77,149.79,31.03
02-12-2016 00:00,18.96,40.09,259.76,122.70,462.91,344.26,772.45,68.31,0.43,230.02,16.25
03-12-2016 00:00,19.85,42.29,395.57,135.41,624.53,274.56,954.52,56.51,0.48,215.23,18.41
04-12-2016 00:00,20.17,48.81,525.02,135.45,825.57,346.32,954.52,51.28,0.51,254.55,16.51
05-12-2016 00:00,16.49,32.34,14.38,5.82,26.10,311.17,997.12,50.38,0.53,221.00,15.12
06-12-2016 00:00,29.80,85.92,27.40,48.17,75.19,440.14,788.48,66.71,1.16,102.66,23.09
07-12-2016 00:00,25.72,64.55,81.35,78.70,181.22,330.49,580.37,68.56,0.55,142.53,61.44
08-12-2016 00:00,24.41,50.45,174.35,98.73,326.03,309.46,546.44,68.48,0.76,135.17,12.79
09-12-2016 00:00,21.43,58.83,42.11,33.81,88.43,409.22,700.62,65.66,0.77,143.16,14.70
10-12-2016 00:00,13.13,21.82,2.43,6.09,11.84,223.10,303.60,76.04,1.84,105.35,11.30
11-12-2016 00:00,15.47,36.52,0.18,0.21,0.23,276.18,662.56,68.63,0.89,174.03,13.01
12-12-2016 00:00,18.86,46.34,163.12,81.38,290.75,302.75,827.79,56.61,0.43,210.73,13.88
13-12-2016 00:00,15.61,37.15,8.04,0.31,0.33,236.66,653.47,54.47,0.43,212.06,16.55
14-12-2016 00:00,16.31,33.26,8.04,0.31,0.33,184.38,470.20,57.66,0.52,253.44,17.28
15-12-2016 00:00,15.10,29.06,8.04,0.31,0.33,197.22,624.97,53.19,0.68,258.76,17.30
16-12-2016 00:00,21.79,48.70,8.04,0.31,0.33,274.45,706.13,52.24,0.37,215.13,15.90
17-12-2016 00:00,17.14,36.93,385.02,132.42,682.62,274.62,695.85,56.57,0.36,243.90,10.99
18-12-2016 00:00,14.31,29.35,233.08,128.24,432.17,263.85,648.99,53.20,0.33,228.87,10.45
19-12-2016 00:00,14.26,27.25,215.78,130.86,411.26,277.70,656.42,54.80,0.64,269.57,10.09
20-12-2016 00:00,7.52,13.66,104.89,106.06,237.74,174.73,400.08,51.06,1.23,281.02,8.83
21-12-2016 00:00,8.62,16.10,203.85,109.48,375.63,162.98,513.79,46.53,1.14,180.02,9.09
22-12-2016 00:00,12.55,27.96,277.73,126.06,491.58,273.19,726.27,49.96,0.44,126.55,12.92
23-12-2016 00:00,19.65,52.93,387.95,150.56,652.06,534.88,726.27,61.84,0.34,225.79,13.43
24-12-2016 00:00,18.83,73.70,350.24,116.41,464.01,510.89,809.60,65.22,1.28,120.12,15.72
25-12-2016 00:00,9.15,18.45,80.75,86.98,181.50,272.83,399.76,70.83,1.17,216.26,10.84
26-12-2016 00:00,11.29,22.22,149.37,94.44,288.13,138.01,399.20,63.05,0.70,282.18,10.57
27-12-2016 00:00,14.90,30.54,202.66,104.41,369.80,241.55,577.37,54.38,0.63,259.30,10.23
28-12-2016 00:00,17.08,49.53,441.75,156.35,701.96,339.57,704.72,53.51,0.41,214.29,29.86
29-12-2016 00:00,14.23,47.20,211.61,89.30,322.05,368.08,569.04,70.01,1.81,110.22,29.80
30-12-2016 00:00,11.87,27.53,38.37,77.29,120.11,237.36,348.56,73.12,1.93,100.86,9.92
31-12-2016 00:00,11.88,32.73,57.76,76.06,134.47,247.57,337.43,73.27,1.52,109.83,10.91
01-01-2017 00:00,13.60,45.28,226.43,78.61,303.87,199.88,360.66,66.89,1.06,130.47,24.92
02-01-2017 00:00,18.20,39.74,243.17,87.50,409.61,257.12,523.33,62.74,0.59,172.84,22.59
03-01-2017 00:00,23.35,45.72,333.50,112.12,555.34,271.64,559.61,63.48,0.41,236.36,11.79
04-01-2017 00:00,20.79,55.34,445.23,99.09,546.58,270.12,464.88,62.97,0.95,163.43,13.25
05-01-2017 00:00,12.85,31.08,203.33,115.91,380.00,246.85,511.15,62.53,0.39,181.99,13.47
06-01-2017 00:00,8.09,22.20,67.77,67.89,122.06,189.35,321.76,67.66,2.19,103.17,16.13
07-01-2017 00:00,6.31,14.93,21.82,39.52,57.95,143.97,182.75,78.33,2.81,97.11,12.31
08-01-2017 00:00,7.15,21.31,64.64,60.10,130.83,145.13,313.59,68.01,0.85,139.06,17.49
09-01-2017 00:00,8.24,15.86,100.95,73.15,202.15,132.64,412.99,60.74,0.45,248.26,18.04
10-01-2017 00:00,6.67,14.18,122.18,80.20,237.60,105.32,435.11,44.84,0.81,284.64,26.95
11-01-2017 00:00,8.66,15.30,125.14,89.01,250.25,157.14,506.24,43.68,0.70,258.96,25.59
12-01-2017 00:00,13.91,23.54,206.24,104.45,374.72,272.62,676.10,51.80,0.49,247.93,20.69
13-01-2017 00:00,12.57,25.57,199.33,104.19,365.06,229.98,611.57,49.25,0.54,259.89,21.87
14-01-2017 00:00,12.57,25.57,199.33,104.19,365.06,229.98,611.57,49.25,0.54,259.89,21.87
15-01-2017 00:00,10.30,23.92,199.33,104.19,365.06,239.57,536.90,36.93,0.75,152.26,38.72
16-01-2017 00:00,8.08,16.62,73.08,78.44,169.66,177.37,404.81,55.44,1.10,221.57,20.16
17-01-2017 00:00,8.68,15.29,81.04,63.02,163.52,136.23,315.97,65.18,1.02,271.02,19.34
18-01-2017 00:00,20.77,40.67,81.04,63.02,163.52,180.21,386.75,61.16,0.64,234.77,18.66
19-01-2017 00:00,20.48,40.65,81.04,63.02,163.52,144.59,331.62,55.69,1.13,283.65,21.38
20-01-2017 00:00,16.22,30.93,91.17,97.13,211.05,115.52,283.52,53.14,1.20,286.37,26.73
21-01-2017 00:00,16.22,30.93,91.17,97.13,211.05,115.52,283.52,53.14,1.20,286.37,26.73
22-01-2017 00:00,16.22,30.93,91.17,97.13,211.05,115.52,283.52,53.14,1.20,286.37,26.73
23-01-2017 00:00,13.46,35.16,133.64,99.63,271.22,142.06,478.93,45.44,0.67,246.15,19.78
24-01-2017 00:00,18.26,61.33,294.60,122.33,509.83,245.55,674.85,55.51,0.45,213.68,18.86
25-01-2017 00:00,13.87,57.33,182.72,86.71,246.04,240.18,498.10,59.26,1.85,118.38,22.88
26-01-2017 00:00,8.89,28.58,41.58,59.29,99.23,128.59,186.99,74.09,1.79,126.84,12.75
27-01-2017 00:00,6.13,14.26,91.26,57.25,174.77,61.34,87.32,72.12,1.03,268.29,11.92
28-01-2017 00:00,10.83,21.30,92.58,62.38,181.72,110.45,161.09,71.92,0.95,281.85,13.92
29-01-2017 00:00,8.21,17.54,109.91,70.81,212.40,123.47,195.08,69.35,0.78,282.89,16.85
30-01-2017 00:00,12.94,26.78,221.69,92.27,384.64,208.01,364.48,67.49,0.35,218.01,16.59
31-01-2017 00:00,11.04,34.75,202.34,82.46,349.65,216.81,414.64,64.16,0.52,226.96,16.41
01-02-2017 00:00,9.71,20.67,216.73,86.86,373.33,146.56,381.78,64.19,0.67,250.87,15.80
02-02-2017 00:00,18.05,42.74,310.70,107.76,520.30,226.04,688.26,59.82,0.45,205.39,18.84
03-02-2017 00:00,11.42,33.37,254.39,108.19,443.05,215.02,748.91,58.03,0.38,160.03,21.43
04-02-2017 00:00,7.00,29.99,148.52,75.74,199.36,215.91,448.56,66.17,2.06,106.20,13.46
05-02-2017 00:00,4.92,18.11,157.13,62.32,162.13,166.48,333.51,64.93,2.00,110.19,13.83
06-02-2017 00:00,8.22,19.83,129.07,68.22,237.05,193.19,518.71,60.62,0.99,235.74,13.71
07-02-2017 00:00,4.36,10.29,71.69,68.26,157.27,82.40,354.16,49.66,1.24,288.09,16.69
08-02-2017 00:00,6.92,14.59,100.15,88.88,214.38,139.13,563.12,49.34,0.58,249.96,15.60
09-02-2017 00:00,6.26,12.49,96.96,71.90,191.70,154.06,477.91,52.90,0.86,224.60,15.13
10-02-2017 00:00,5.89,13.08,98.41,75.90,199.06,106.80,384.34,50.88,1.19,285.94,15.27
11-02-2017 00:00,7.12,14.56,124.30,90.54,250.12,139.81,475.52,46.23,0.58,254.24,15.78
12-02-2017 00:00,4.79,11.08,29.31,106.33,128.83,114.02,323.24,40.49,0.65,192.90,15.10
13-02-2017 00:00,7.57,17.13,101.93,110.84,229.54,123.38,434.32,46.71,0.55,242.04,11.93
14-02-2017 00:00,10.65,25.47,130.52,125.29,288.52,139.63,499.62,47.68,0.80,272.26,11.38
15-02-2017 00:00,13.63,27.42,168.40,129.73,345.57,157.83,574.16,49.15,0.59,263.69,10.31
16-02-2017 00:00,7.65,17.69,106.94,120.05,253.00,130.08,394.28,46.17,0.91,274.10,9.47
17-02-2017 00:00,7.62,15.72,131.61,115.38,282.47,122.15,414.65,51.81,0.87,269.00,9.58
18-02-2017 00:00,9.42,22.15,144.28,114.87,299.40,116.95,432.20,54.13,0.74,276.87,10.03
19-02-2017 00:00,9.83,22.85,196.96,109.35,366.39,145.78,565.45,50.17,0.57,230.84,10.78
20-02-2017 00:00,10.16,41.72,198.97,113.06,372.38,153.11,601.65,45.09,0.60,175.33,23.22
21-02-2017 00:00,7.45,15.17,108.42,108.81,245.01,107.59,389.25,56.29,1.03,250.05,10.58
22-02-2017 00:00,5.90,18.32,156.28,120.78,321.10,92.26,382.60,42.65,0.74,171.65,22.37
23-02-2017 00:00,6.21,12.99,93.39,108.27,222.98,76.61,230.21,42.31,0.72,202.66,10.12
24-02-2017 00:00,6.21,12.99,93.39,108.27,222.98,76.61,230.21,42.31,0.72,202.66,10.12
25-02-2017 00:00,6.21,12.99,93.39,108.27,222.98,76.61,230.21,42.31,0.72,202.66,10.12
26-02-2017 00:00,5.70,14.24,103.93,130.48,258.21,70.23,300.97,30.30,1.14,284.04,9.42
27-02-2017 00:00,7.64,16.16,128.04,123.26,284.69,98.93,360.66,37.94,0.62,234.89,9.91
28-02-2017 00:00,11.53,37.48,317.00,143.51,540.30,140.34,675.14,39.29,0.54,138.66,34.90
01-03-2017 00:00,8.92,36.21,176.18,111.09,304.30,52.83,447.13,41.77,1.28,136.09,46.34
02-03-2017 00:00,6.10,15.86,65.00,99.13,163.19,126.72,354.27,47.88,0.76,164.67,19.72
03-03-2017 00:00,5.63,12.55,61.67,94.70,170.42,69.54,226.62,37.96,0.76,179.99,12.59
04-03-2017 00:00,7.14,15.01,81.51,98.45,199.03,74.52,231.17,35.34,0.88,270.58,13.65
05-03-2017 00:00,7.40,12.95,81.43,100.19,200.40,93.53,286.08,33.44,1.01,277.37,14.96
06-03-2017 00:00,8.77,15.97,96.22,108.00,227.62,112.39,321.86,33.80,0.87,263.71,13.38
07-03-2017 00:00,9.52,29.97,116.85,108.62,244.28,140.36,485.31,32.56,0.81,151.34,22.11
08-03-2017 00:00,5.03,9.62,37.03,64.33,102.80,76.57,284.59,42.27,1.55,100.65,16.76
09-03-2017 00:00,5.03,9.62,37.03,64.33,102.80,76.57,284.59,46.00,3.25,76.50,9.40
10-03-2017 00:00,5.03,9.62,37.03,64.33,102.80,76.57,284.59,46.00,3.25,76.50,9.40
11-03-2017 00:00,4.34,18.95,37.03,64.33,102.80,55.24,180.58,41.98,0.92,182.58,44.32
12-03-2017 00:00,4.35,8.84,37.03,64.33,102.80,77.59,248.93,45.30,0.98,206.33,37.11
13-03-2017 00:00,4.75,5.74,37.03,64.33,102.80,84.32,273.90,38.39,0.89,206.80,14.58
14-03-2017 00:00,6.56,11.14,37.03,64.33,102.80,145.44,876.14,39.57,0.62,195.48,21.01
15-03-2017 00:00,7.20,15.16,37.03,64.33,102.80,141.42,761.04,39.93,0.68,200.55,15.60
16-03-2017 00:00,8.85,20.61,37.03,64.33,102.80,156.98,645.26,38.46,0.50,197.23,16.24
17-03-2017 00:00,6.90,14.79,37.03,64.33,102.80,141.67,447.28,45.95,0.89,243.74,12.60
18-03-2017 00:00,7.31,16.79,37.03,64.33,102.80,115.69,429.66,37.32,0.59,214.21,12.19
19-03-2017 00:00,11.03,21.98,37.03,64.33,102.80,171.32,692.54,41.96,0.44,222.02,16.63
20-03-2017 00:00,7.73,16.67,37.03,64.33,102.80,131.69,640.13,42.30,0.60,264.90,13.82
21-03-2017 00:00,10.70,23.49,37.03,64.33,102.80,160.49,758.64,39.11,0.44,249.55,13.65
22-03-2017 00:00,19.68,39.69,37.03,64.33,102.80,150.21,655.74,36.25,0.67,239.52,14.77
23-03-2017 00:00,11.18,24.64,37.03,64.33,102.80,172.37,645.14,37.35,0.39,191.04,19.22
24-03-2017 00:00,8.01,16.03,101.75,307.84,413.20,121.65,391.50,39.30,0.75,221.93,14.09
25-03-2017 00:00,6.24,12.61,101.88,146.59,269.74,85.04,372.41,35.43,1.00,278.06,12.18
26-03-2017 00:00,5.51,10.26,90.15,138.46,246.48,89.52,353.41,33.90,1.29,301.16,12.19
27-03-2017 00:00,5.73,10.98,87.39,134.25,238.97,78.30,299.68,34.16,1.35,291.73,11.80
28-03-2017 00:00,8.72,17.61,128.08,135.29,295.45,118.87,393.68,34.50,0.83,274.45,12.39
29-03-2017 00:00,8.99,16.77,172.03,123.67,345.12,121.67,408.04,33.10,1.07,276.46,13.69
30-03-2017 00:00,6.42,14.29,130.07,117.26,282.10,71.95,293.81,31.86,0.93,270.55,12.12
31-03-2017 00:00,8.93,17.60,157.51,129.59,330.58,103.17,434.16,31.37,0.56,254.36,12.67
01-04-2017 00:00,9.21,19.16,157.54,125.37,326.85,112.56,415.72,29.96,0.91,248.26,11.69
02-04-2017 00:00,6.21,12.67,109.52,125.20,261.12,84.69,316.06,28.05,1.25,265.42,11.23
03-04-2017 00:00,5.88,12.58,117.96,132.69,279.32,79.10,297.94,23.09,0.94,249.13,10.90
04-04-2017 00:00,6.58,14.57,121.04,125.62,277.23,97.55,490.30,29.89,1.32,193.76,28.27
05-04-2017 00:00,3.51,21.72,70.26,107.15,160.52,49.28,291.31,39.31,4.07,114.44,22.05
06-04-2017 00:00,4.07,10.68,86.74,111.59,205.98,70.88,392.34,28.68,2.32,178.18,12.04
07-04-2017 00:00,7.93,16.50,91.10,114.71,226.61,139.02,716.63,23.18,0.74,193.31,22.51
08-04-2017 00:00,9.82,15.32,169.89,125.72,344.01,181.67,642.63,15.26,0.79,234.53,14.85
09-04-2017 00:00,3.08,6.89,62.89,119.91,192.73,47.48,286.60,16.43,1.94,277.43,20.76
10-04-2017 00:00,4.74,10.41,68.06,121.01,200.76,58.11,372.12,16.48,2.34,288.80,30.74
11-04-2017 00:00,6.10,12.05,75.44,121.25,211.05,71.65,374.86,15.75,2.18,287.91,33.66
12-04-2017 00:00,6.61,15.48,105.39,129.20,259.03,97.61,469.31,17.54,1.39,254.14,26.60
13-04-2017 00:00,14.43,49.89,325.06,143.48,571.76,237.97,622.93,20.17,0.71,199.63,39.46
14-04-2017 00:00,14.63,65.13,268.57,160.37,472.51,237.26,726.40,22.20,0.85,140.73,55.85
15-04-2017 00:00,12.00,57.96,284.89,160.48,532.05,212.19,759.61,22.06,0.85,234.45,26.61
16-04-2017 00:00,10.61,29.29,202.79,161.03,394.45,192.43,634.37,24.03,1.21,156.40,51.76
17-04-2017 00:00,7.68,31.78,50.78,122.14,162.90,116.71,493.10,32.64,1.57,123.00,35.60
18-04-2017 00:00,12.09,32.07,50.78,122.14,162.90,147.42,644.83,28.70,0.87,189.15,29.57
19-04-2017 00:00,14.62,49.52,259.58,107.09,449.88,193.69,746.42,17.17,0.85,245.75,44.99
20-04-2017 00:00,12.64,36.21,247.20,91.84,419.39,217.63,895.71,22.62,1.07,213.17,51.83
21-04-2017 00:00,4.46,12.24,30.56,58.31,63.64,97.48,518.86,40.48,2.70,116.60,81.53
22-04-2017 00:00,4.46,12.24,30.56,58.31,63.64,97.48,518.86,40.48,2.70,116.60,81.53
23-04-2017 00:00,4.46,12.24,79.30,71.73,172.22,128.02,476.12,22.05,1.02,243.19,57.33
24-04-2017 00:00,0.30,1.55,70.21,75.41,162.97,125.55,401.06,26.34,1.56,263.42,57.75
25-04-2017 00:00,0.31,1.49,75.96,80.40,175.24,89.44,612.77,22.40,1.74,260.55,73.89
26-04-2017 00:00,0.35,1.64,143.30,105.82,289.66,113.96,355.10,22.29,1.07,243.46,50.38
27-04-2017 00:00,0.69,6.80,122.42,98.42,253.73,131.51,426.63,22.17,1.20,188.04,72.65
28-04-2017 00:00,0.67,2.25,108.18,91.39,229.17,159.81,509.85,24.44,1.21,213.89,39.31
29-04-2017 00:00,0.95,7.18,97.74,101.40,215.78,179.41,492.99,25.94,1.18,160.37,61.75
30-04-2017 00:00,0.41,4.08,27.64,67.85,83.59,87.27,310.91,29.56,2.56,125.65,85.98
01-05-2017 00:00,0.70,2.60,162.77,91.62,283.73,103.69,320.37,23.72,0.97,181.10,57.49
02-05-2017 00:00,1.56,13.11,150.08,138.27,325.71,234.29,696.46,22.03,0.68,166.26,101.33
03-05-2017 00:00,1.04,13.96,92.17,110.21,219.47,160.95,583.38,24.61,1.37,150.66,57.93
04-05-2017 00:00,0.71,3.71,80.95,93.52,193.93,127.84,461.20,26.05,1.21,232.67,62.41
05-05-2017 00:00,0.91,5.36,131.99,110.68,258.76,213.26,610.79,23.24,1.04,242.91,71.66
06-05-2017 00:00,1.29,7.57,180.13,132.71,360.64,268.44,563.59,22.83,0.54,191.12,72.24
07-05-2017 00:00,1.44,7.99,226.17,131.64,425.02,267.82,611.31,22.23,0.63,216.35,66.92
08-05-2017 00:00,1.00,5.14,111.78,102.54,213.51,181.56,554.33,25.20,0.87,180.85,59.96
09-05-2017 00:00,0.45,7.26,41.60,70.27,101.07,93.78,443.87,30.60,2.40,131.62,63.25
10-05-2017 00:00,0.28,1.65,44.81,51.16,64.22,72.07,294.70,38.19,3.34,133.00,83.98
11-05-2017 00:00,0.57,8.70,43.10,80.08,112.96,114.71,446.81,31.32,1.54,146.61,104.59
12-05-2017 00:00,0.80,8.95,83.00,89.69,180.49,200.71,791.08,31.03,1.06,175.18,109.10
13-05-2017 00:00,1.06,11.50,98.32,101.37,223.57,285.37,535.82,27.54,0.74,216.51,103.89
14-05-2017 00:00,0.73,2.40,99.54,95.07,219.70,134.68,472.12,21.48,0.86,243.18,56.26
15-05-2017 00:00,0.88,5.58,140.43,95.97,277.27,194.04,582.47,20.80,1.05,224.90,46.85
16-05-2017 00:00,0.49,1.76,43.29,70.31,116.46,102.76,459.01,25.85,1.60,262.22,81.02
17-05-2017 00:00,0.42,1.86,66.10,77.46,148.70,77.88,386.98,33.06,1.33,223.22,75.08
